"Display Out of Stock Products","Wyświetlaj produkty niedostępne w magazynie","module","Magento_CatalogInventory"
"Products will still be shown by direct product URLs.","Produkty będą nadal wyświetlane przez bezpośrednie adresy URL produktów.","module","Magento_CatalogInventory"
"Only X left Threshold","Tylko X opuścił próg","module","Magento_CatalogInventory"
"Display Products Availability in Stock on Storefront","Wyświetlaj dostępność produktów w magazynie w witrynie Storefront","module","Magento_CatalogInventory"
"Product Stock Options","Opcje magazynowe produktu","module","Magento_CatalogInventory"
"Please note that these settings apply to individual items in the cart, not to the entire cart.","Należy pamiętać, że te ustawienia dotyczą poszczególnych pozycji w koszyku, a nie całego koszyka.","module","Magento_CatalogInventory"
"Manage Stock","Zarządzaj zapasami","module","Magento_CatalogInventory"
"Changing can take some time due to processing whole catalog.","Zmiana może zająć trochę czasu ze względu na przetwarzanie całego katalogu.","module","Magento_CatalogInventory"
"Backorders","Zaległe zamówienia","module","Magento_CatalogInventory"
"Maximum Qty Allowed in Shopping Cart","Maksymalna ilość dozwolona w koszyku","module","Magento_CatalogInventory"
"Out-of-Stock Threshold","Próg braku magazynu","module","Magento_CatalogInventory"
"Minimum Qty Allowed in Shopping Cart","Minimalna ilość dozwolona w koszyku","module","Magento_CatalogInventory"
"Notify for Quantity Below","Powiadom o ilości poniżej","module","Magento_CatalogInventory"
"Automatically Return Credit Memo Item to Stock","Automatycznie zwróć pozycję noty kredytowej do magazynu","module","Magento_CatalogInventory"
"Enable Qty Increments","Włącz przyrosty ilości","module","Magento_CatalogInventory"
"Qty Increments","Przyrosty ilości","module","Magento_CatalogInventory"
"Stock","Magazyn","module","Magento_CatalogInventory"
"Index stock","Akcje indeksu","module","Magento_CatalogInventory"
"Use Config Settings","Użyj ustawień konfiguracyjnych","module","Magento_CatalogInventory"
"Qty Uses Decimals","Ilość używa miejsc dziesiętnych","module","Magento_CatalogInventory"
"Allow Multiple Boxes for Shipping","Zezwalaj na wiele pudełek do wysyłki","module","Magento_CatalogInventory"
"Shopping Cart","Wózek sklepowy","module","Magento_Checkout"
"Invalid method: %1","Nieprawidłowa metoda: % 1","module","Magento_Checkout"
"City","Miasto","module","Magento_Checkout"
"Country","Kraj","module","Magento_Checkout"
"State/Province","Stan/prowincja","module","Magento_Checkout"
"Zip/Postal Code","Kod pocztowy","module","Magento_Checkout"
"My Cart (1 item)","Mój koszyk (1 przedmiot)","module","Magento_Checkout"
"My Cart (%1 items)","Mój koszyk (%1 pozycji)","module","Magento_Checkout"
"My Cart","Mój wózek","module","Magento_Checkout"
"%1: Line %2","% 1: wiersz % 2","module","Magento_Checkout"
"For delivery questions.","W przypadku pytań dotyczących dostawy.","module","Magento_Checkout"
"Customer is already registered","Klient jest już zarejestrowany","module","Magento_Checkout"
"Your session has expired","Twoja sesja wygasła","module","Magento_Checkout"
"A letter with further instructions will be sent to your email.","Na Twój adres e-mail zostanie wysłany list z dalszymi instrukcjami.","module","Magento_Checkout"
"You added %1 to your shopping cart.","Dodałeś %1 do koszyka.","module","Magento_Checkout"
"We can't add this item to your shopping cart right now.","Nie możemy teraz dodać tego przedmiotu do koszyka.","module","Magento_Checkout"
"Out of stock","Obecnie brak na stanie","module","Magento_Checkout"
"Please select at least one product to add to cart","Wybierz co najmniej jeden produkt do dodania do koszyka","module","Magento_Checkout"
"The quote item isn't found. Verify the item and try again.","Nie znaleziono elementu oferty. Sprawdź pozycję i spróbuj ponownie.","module","Magento_Checkout"
"We cannot configure the product.","Nie możemy skonfigurować produktu.","module","Magento_Checkout"
"You used coupon code ""%1"".","Użyłeś kodu kuponu „%1”.","module","Magento_Checkout"
"The coupon code ""%1"" is not valid.","Kod kuponu ""%1"" jest nieprawidłowy.","module","Magento_Checkout"
"You canceled the coupon code.","Anulowałeś kod kuponu.","module","Magento_Checkout"
"We cannot apply the coupon code.","Nie możemy zastosować kodu kuponu.","module","Magento_Checkout"
"We can't remove the item.","Nie możemy usunąć przedmiotu.","module","Magento_Checkout"
"%1 was updated in your shopping cart.","%1 został zaktualizowany w Twoim koszyku.","module","Magento_Checkout"
"We can't update the item right now.","Nie możemy teraz zaktualizować produktu.","module","Magento_Checkout"
"Page Not Found","Strona nie znaleziona","module","Magento_Checkout"
"Something went wrong while saving the page. Please refresh the page and try again.","Coś poszło nie tak podczas zapisywania strony. Odśwież stronę i spróbuj ponownie.","module","Magento_Checkout"
"We can't update the shopping cart.","Nie możemy zaktualizować koszyka.","module","Magento_Checkout"
"One-page checkout is turned off.","Płatność za jedną stronę jest wyłączona.","module","Magento_Checkout"
"Guest checkout is disabled.","Kasa dla gości jest wyłączona.","module","Magento_Checkout"
"Checkout","Sprawdzić","module","Magento_Checkout"
"Page not found.","Strona nie znaleziona.","module","Magento_Checkout"
"The order wasn't placed. First, agree to the terms and conditions, then try placing your order again.","Zamówienie nie zostało złożone. Najpierw zaakceptuj warunki, a następnie spróbuj ponownie złożyć zamówienie.","module","Magento_Checkout"
"Something went wrong while processing your order. Please try again later.","Coś poszło nie tak podczas przetwarzania zamówienia. Spróbuj ponownie później.","module","Magento_Checkout"
"An unspecified error occurred. Please contact us for assistance.","Wystąpił nieznany błąd. Skontaktuj się z nami, aby uzyskać pomoc.","module","Magento_Checkout"
"%1 doesn't extend \Magento\Checkout\CustomerData\ItemInterface","%1 nie rozszerza \Magento\Checkout\CustomerData\ItemInterface","module","Magento_Checkout"
"Payment Method","Metoda płatności","module","Magento_Checkout"
"Payment Page","Strona płatności","module","Magento_Checkout"
"The product wasn't found. Verify the product and try again.","Nie znaleziono produktu. Sprawdź produkt i spróbuj ponownie.","module","Magento_Checkout"
"We found an invalid request for adding product to quote.","Znaleźliśmy nieprawidłowe żądanie dodania produktu do wyceny.","module","Magento_Checkout"
"The product does not exist.","Produkt nie istnieje.","module","Magento_Checkout"
"We don't have some of the products you want.","Nie mamy niektórych produktów, których potrzebujesz.","module","Magento_Checkout"
"We don't have as many of some products as you want.","Nie mamy tylu produktów, ile chcesz.","module","Magento_Checkout"
"Quantity was recalculated from %1 to %2","Ilość została przeliczona z % 1 na % 2","module","Magento_Checkout"
"We adjusted product quantities to fit the required increments.","Dostosowaliśmy ilości produktów do wymaganych przyrostów.","module","Magento_Checkout"
"This quote item does not exist.","Ta pozycja cytatu nie istnieje.","module","Magento_Checkout"
"Display number of items in cart","Wyświetl liczbę pozycji w koszyku","module","Magento_Checkout"
"Display item quantities","Wyświetl ilości pozycji","module","Magento_Checkout"
"An error occurred on the server. Please try to place the order again.","Na serwerze wystąpił błąd. Spróbuj ponownie złożyć zamówienie.","module","Magento_Checkout"
"A server error stopped your order from being placed. Please try to place your order again.","Błąd serwera uniemożliwił złożenie zamówienia. Spróbuj ponownie złożyć zamówienie.","module","Magento_Checkout"
"The shipping information was unable to be saved. Error: ""%message""","Nie udało się zapisać informacji o wysyłce. Komunikat o błędzie""","module","Magento_Checkout"
"The shipping information was unable to be saved. Verify the input data and try again.","Nie udało się zapisać informacji o wysyłce. Sprawdź dane wejściowe i spróbuj ponownie.","module","Magento_Checkout"
"Carrier with such method not found: %1, %2","Nie znaleziono operatora z taką metodą: %1, %2","module","Magento_Checkout"
"The shipping address is missing. Set the address and try again.","Brak adresu wysyłki. Ustaw adres i spróbuj ponownie.","module","Magento_Checkout"
"The shipping method can't be set for an empty cart. Add an item to cart and try again.","Nie można ustawić metody wysyłki dla pustego koszyka. Dodaj produkt do koszyka i spróbuj ponownie.","module","Magento_Checkout"
" item"," przedmiot","module","Magento_Checkout"
" items"," przedmiotów","module","Magento_Checkout"
"Totals calculation is not applicable to empty cart","Obliczenie sumy nie dotyczy pustego koszyka","module","Magento_Checkout"
"Invalid data","Nieprawidłowe dane","module","Magento_Checkout"
"The customer address is not valid.","Adres klienta jest nieprawidłowy.","module","Magento_Checkout"
"Invalid shipping method","Nieprawidłowa metoda wysyłki","module","Magento_Checkout"
"There are more than one shipping addresses.","Istnieje więcej niż jeden adres dostawy.","module","Magento_Checkout"
"Sorry, guest checkout is not available.","Przepraszamy, płatność jako gość jest niedostępna.","module","Magento_Checkout"
"You must confirm your account. Please check your email for the confirmation link or <a href=""%1"">click here</a> for a new link.","Musisz potwierdzić swoje konto. Sprawdź pocztę e-mail pod kątem linku potwierdzającego lub <a href=""%1"">kliknij tutaj</a>, aby uzyskać nowy link.","module","Magento_Checkout"
"Load customer quote error","Załaduj błąd wyceny klienta","module","Magento_Checkout"
"Error!","Błąd!","module","Magento_Checkout"
"DB exception","Wyjątek DB","module","Magento_Checkout"
"Message","Wiadomość","module","Magento_Checkout"
"Print receipt","Wydrukuj paragon","module","Magento_Checkout"
"Apply Discount Code","Zastosuj kod rabatowy","module","Magento_Checkout"
"Enter discount code","Wpisz kod rabatowy","module","Magento_Checkout"
"Apply Discount","Zastosuj rabat","module","Magento_Checkout"
"Cancel Coupon","Anuluj kupon","module","Magento_Checkout"
"Shopping Cart Items","Elementy koszyka na zakupy","module","Magento_Checkout"
"Item","Przedmiot","module","Magento_Checkout"
"Price","Cena £","module","Magento_Checkout"
"Qty","Ilość","module","Magento_Checkout"
"Subtotal","Suma częściowa","module","Magento_Checkout"
"Continue Shopping","Kontynuować zakupy","module","Magento_Checkout"
"Clear Shopping Cart","Wyczyść koszyk","module","Magento_Checkout"
"Update Shopping Cart","Zaktualizuj koszyk","module","Magento_Checkout"
"Update Cart","Zaktualizuj koszyk","module","Magento_Checkout"
"See price before order confirmation.","Zobacz cenę przed potwierdzeniem zamówienia.","module","Magento_Checkout"
"What's this?","Co to jest?","module","Magento_Checkout"
"Edit item parameters","Edytuj parametry przedmiotu","module","Magento_Checkout"
"Edit","Edytować","module","Magento_Checkout"
"Remove item","Usuń przedmiot","module","Magento_Checkout"
"You have no items in your shopping cart.","Nie masz produktów w koszyku.","module","Magento_Checkout"
"Click <a href=""%1"">here</a> to continue shopping.","Kliknij <a href=""%1"">tutaj</a>, aby kontynuować zakupy.","module","Magento_Checkout"
"Estimate Tax","Oszacowanie podatku","module","Magento_Checkout"
"Estimate Shipping and Tax","Oszacuj koszty wysyłki i podatku","module","Magento_Checkout"
"Excl. Tax","Wył. Podatek","module","Magento_Checkout"
"You added %1 to your <a href=""%2"">shopping cart</a>.","Dodano %1 do swojego <a href=""%2"">koszyka</a>.","module","Magento_Checkout"
"Loading...","Ładowanie...","module","Magento_Checkout"
"Order #","Zamówienie #","module","Magento_Checkout"
"Proceed to Checkout","Przejdź do kasy","module","Magento_Checkout"
"Product Name","Nazwa produktu","module","Magento_Checkout"
"Incl. Tax","W tym Podatek","module","Magento_Checkout"
"Your order number is: %1.","Twój numer zamówienia to: %1.","module","Magento_Checkout"
"Your order # is: <span>%1</span>.","Twoje zamówienie nr to: <span>%1</span>.","module","Magento_Checkout"
"We'll email you an order confirmation with details and tracking info.","Wyślemy Ci potwierdzenie zamówienia ze szczegółami i informacjami o śledzeniu przesyłki.","module","Magento_Checkout"
"Payment Transaction Failed Reminder","Przypomnienie o niepowodzeniu transakcji płatniczej","module","Magento_Checkout"
"Payment Transaction Failed","Transakcja płatnicza nie powiodła się","module","Magento_Checkout"
"Reason","Powód","module","Magento_Checkout"
"Checkout Type","Rodzaj realizacji transakcji","module","Magento_Checkout"
"Customer:","Klient:","module","Magento_Checkout"
"Items","Przedmiotów","module","Magento_Checkout"
"Total:","Całkowity:","module","Magento_Checkout"
"Billing Address:","Adres rozliczeniowy:","module","Magento_Checkout"
"Shipping Address:","Adres wysyłki:","module","Magento_Checkout"
"Shipping Method:","Sposób wysyłki:","module","Magento_Checkout"
"Payment Method:","Metoda płatności:","module","Magento_Checkout"
"Date & Time:","Data i godzina:","module","Magento_Checkout"
"Sign In","Zaloguj","module","Magento_Checkout"
"Email Address","Adres e-mail","module","Magento_Checkout"
"Password","Hasło","module","Magento_Checkout"
"Forgot Your Password?","Zapomniałeś hasła?","module","Magento_Checkout"
"My billing and shipping address are the same","Mój adres rozliczeniowy i adres wysyłki są takie same","module","Magento_Checkout"
"Save in address book","Zapisz w książce adresowej","module","Magento_Checkout"
"Billing Address","Adres rozliczeniowy","module","Magento_Checkout"
"Estimated Total","Szacunkowa całkowita","module","Magento_Checkout"
"You can create an account after checkout.","Konto możesz założyć po złożeniu zamówienia.","module","Magento_Checkout"
"You already have an account with us. Sign in or continue as guest.","Masz już u nas konto. Zaloguj się lub kontynuuj jako gość.","module","Magento_Checkout"
"Login","Zaloguj sie","module","Magento_Checkout"
"See Details","Patrz szczegóły","module","Magento_Checkout"
"Options Details","Opcje Szczegóły","module","Magento_Checkout"
"Update","Aktualizacja","module","Magento_Checkout"
"Remove","Usunąć","module","Magento_Checkout"
"Cart Subtotal","Suma częściowa koszyka","module","Magento_Checkout"
"Payment Information","Informacja o płatności","module","Magento_Checkout"
"No Payment method available.","Brak dostępnej metody płatności.","module","Magento_Checkout"
"You can track your order status by creating an account.","Możesz śledzić status swojego zamówienia, tworząc konto.","module","Magento_Checkout"
"Create an Account","Utwórz konto","module","Magento_Checkout"
"Place Order","Złożyć zamówienie","module","Magento_Checkout"
"Forgot an Item?","Zapomniałeś przedmiotu?","module","Magento_Checkout"
"Edit Your Cart","Edytuj swój koszyk","module","Magento_Checkout"
"Ship To:","Dostawa do:","module","Magento_Checkout"
"edit","edytować","module","Magento_Checkout"
"Order Summary","podsumowanie zamowienia","module","Magento_Checkout"
"View and Edit Cart","Wyświetl i edytuj koszyk","module","Magento_Checkout"
"View Details","Pokaż szczegóły","module","Magento_Checkout"
"Provided Zip/Postal Code seems to be invalid.","Podany kod pocztowy wydaje się być nieprawidłowy.","module","Magento_Checkout"
" Example: "," Przykład:","module","Magento_Checkout"
"If you believe it is the right one you can ignore this notice.","Jeśli uważasz, że jest to właściwe, możesz zignorować to powiadomienie.","module","Magento_Checkout"
"Field ","Pole","module","Magento_Checkout"
" is required."," jest wymagane.","module","Magento_Checkout"
"Something went wrong with your request. Please try again later.","Coś poszło nie tak z Twoją prośbą. Spróbuj ponownie później.","module","Magento_Checkout"
"New Addres​s","Nowy adres","module","Magento_Checkout"
"Are you sure you would like to remove this item from the shopping cart?","Czy na pewno chcesz usunąć ten przedmiot z koszyka?","module","Magento_Checkout"
"Review & Payments","Przegląd i płatności","module","Magento_Checkout"
"Select a new payment method","Wybierz nową metodę płatności","module","Magento_Checkout"
"Shipping","Wysyłka","module","Magento_Checkout"
"Save Address","Zapisz adres","module","Magento_Checkout"
"Cancel","Anuluj","module","Magento_Checkout"
"The shipping method is missing. Select the shipping method and try again.","Brak metody wysyłki. Wybierz metodę wysyłki i spróbuj ponownie.","module","Magento_Checkout"
"Please specify a regionId in shipping address.","Podaj identyfikator regionu w adresie wysyłki.","module","Magento_Checkout"
"Checkout Options","Opcje kasy","module","Magento_Checkout"
"Enable Onepage Checkout","Włącz usługę Onepage Checkout","module","Magento_Checkout"
"Allow Guest Checkout","Zezwól na kasę gościa","module","Magento_Checkout"
"Display Billing Address On","Wyświetlaj adres rozliczeniowy włączony","module","Magento_Checkout"
"Maximum Number of Items to Display in Order Summary","Maksymalna liczba pozycji do wyświetlenia w podsumowaniu zamówienia","module","Magento_Checkout"
"Quote Lifetime (days)","Żywotność wyceny (dni)","module","Magento_Checkout"
"After Adding a Product Redirect to Shopping Cart","Po dodaniu produktu Przekieruj do koszyka","module","Magento_Checkout"
"Number of Items to Display Pager","Liczba pozycji do wyświetlenia Pager","module","Magento_Checkout"
"Show Cross-sell Items in the Shopping Cart","Pokaż przedmioty sprzedaży krzyżowej w koszyku","module","Magento_Checkout"
"My Cart Link","Mój koszyk Link","module","Magento_Checkout"
"Display Cart Summary","Wyświetl podsumowanie koszyka","module","Magento_Checkout"
"Mini Cart","Mini wózek","module","Magento_Checkout"
"Display Mini Cart","Wyświetl mini wózek","module","Magento_Checkout"
"Number of Items to Display Scrollbar","Liczba pozycji do wyświetlenia na pasku przewijania","module","Magento_Checkout"
"Maximum Number of Items to Display","Maksymalna liczba pozycji do wyświetlenia","module","Magento_Checkout"
"Payment Failed Emails","Wiadomości e-mail o nieudanej płatności","module","Magento_Checkout"
"Payment Failed Email Sender","Nadawca wiadomości e-mail nie powiódł się","module","Magento_Checkout"
"Payment Failed Email Receiver","Płatność nie powiodła się Odbiorca wiadomości e-mail","module","Magento_Checkout"
"Payment Failed Template","Szablon płatności nie powiódł się","module","Magento_Checkout"
"Email template chosen based on theme fallback when ""Default"" option is selected.","Szablon wiadomości e-mail wybrany na podstawie motywu zastępczego, gdy wybrana jest opcja „Domyślne”.","module","Magento_Checkout"
"Send Payment Failed Email Copy To","Wyślij wiadomość e-mail z płatnością nieudana Kopiuj do","module","Magento_Checkout"
"Separate by "","".","Oddziel "","".","module","Magento_Checkout"
"Send Payment Failed Email Copy Method","Wyślij płatność nie powiodła się metoda kopiowania wiadomości e-mail","module","Magento_Checkout"
"Summary","Streszczenie","module","Magento_Checkout"
"Order Total","Suma zamówienia","module","Magento_Checkout"
"Shipping Address","adres wysyłki","module","Magento_Checkout"
"Ship here","Wyślij tutaj","module","Magento_Checkout"
"We'll send your order confirmation here.","Tutaj wyślemy potwierdzenie Twojego zamówienia.","module","Magento_Checkout"
"Payment","Zapłata","module","Magento_Checkout"
"Not yet calculated","Jeszcze nie obliczone","module","Magento_Checkout"
"We received your order!","Otrzymaliśmy Twoje zamówienie!","module","Magento_Checkout"
"Thank you for your purchase!","Dziękujemy za zakupy!","module","Magento_Checkout"
"Sign Out","Wyloguj się","module","Magento_Customer"
"Sign In","Zaloguj","module","Magento_Customer"
"You are subscribed to our newsletter.","Zapisałeś się do naszego newslettera.","module","Magento_Customer"
"You aren't subscribed to our newsletter.","Nie jesteś zapisany do naszego newslettera.","module","Magento_Customer"
"You have not set a default shipping address.","Nie ustawiłeś domyślnego adresu wysyłki.","module","Magento_Customer"
"You have not set a default billing address.","Nie ustawiłeś domyślnego adresu rozliczeniowego.","module","Magento_Customer"
"Address Book","Książka adresowa","module","Magento_Customer"
"Edit Address","Edytuj adres","module","Magento_Customer"
"Add New Address","Dodaj nowy adres","module","Magento_Customer"
"Customer not logged in","Klient niezalogowany","module","Magento_Customer"
"region","region","module","Magento_Customer"
"Create Order","Utwórz zamówienie","module","Magento_Customer"
"Save Customer","Zapisz klienta","module","Magento_Customer"
"Delete Customer","Usuń klienta","module","Magento_Customer"
"Reset Password","Zresetuj hasło","module","Magento_Customer"
"Are you sure you want to revoke the customer's tokens?","Czy na pewno chcesz unieważnić tokeny klienta?","module","Magento_Customer"
"Force Sign-In","Wymuś logowanie","module","Magento_Customer"
"New Customer","Nowy klient","module","Magento_Customer"
"Save and Continue Edit","Zapisz i kontynuuj edycję","module","Magento_Customer"
"Cancel","Anuluj","module","Magento_Customer"
"Delete","Kasować","module","Magento_Customer"
"Save","Zapisać","module","Magento_Customer"
"Back","Plecy","module","Magento_Customer"
"Please select","Proszę wybrać","module","Magento_Customer"
"Reset","Resetowanie","module","Magento_Customer"
"ID","ID","module","Magento_Customer"
"Product","Produkt","module","Magento_Customer"
"SKU","SKU","module","Magento_Customer"
"Quantity","Ilość","module","Magento_Customer"
"Price","Cena £","module","Magento_Customer"
"Total","Całkowity","module","Magento_Customer"
"Action","Akcja","module","Magento_Customer"
"Configure","Konfiguruj","module","Magento_Customer"
"Shopping Cart from %1","Koszyk z % 1","module","Magento_Customer"
"Newsletter","Biuletyn Informacyjny","module","Magento_Customer"
"Newsletter Information","Informacje o biuletynie","module","Magento_Customer"
"Subscribed to Newsletter","Zapisałem się do Newslettera","module","Magento_Customer"
"Subscribed on Store View","Subskrybowano w widoku sklepu","module","Magento_Customer"
"Last Date Subscribed","Data ostatniej subskrypcji","module","Magento_Customer"
"Last Date Unsubscribed","Ostatnia data rezygnacji z subskrypcji","module","Magento_Customer"
"No Newsletter Found","Nie znaleziono biuletynu","module","Magento_Customer"
"Start date","Data rozpoczęcia","module","Magento_Customer"
"End Date","Data zakonczenia","module","Magento_Customer"
"Receive Date","Data otrzymania","module","Magento_Customer"
"Subject","Przedmiot","module","Magento_Customer"
"Store View","Widok sklepu","module","Magento_Customer"
"Status","Status","module","Magento_Customer"
"Sent","Wysłano","module","Magento_Customer"
"Not Sent","Nie wysłane","module","Magento_Customer"
"Sending","Wysyłanie","module","Magento_Customer"
"Paused","Wstrzymane","module","Magento_Customer"
"View","Pogląd","module","Magento_Customer"
"Unknown","Nieznany","module","Magento_Customer"
"Order #","Zamówienie #","module","Magento_Customer"
"Purchased","Zakupione","module","Magento_Customer"
"Bill-to Name","Nazwa płatnika","module","Magento_Customer"
"Ship-to Name","Nazwa odbiorcy","module","Magento_Customer"
"Order Total","Suma zamówienia","module","Magento_Customer"
"Purchase Point","Punkt zakupu","module","Magento_Customer"
"Customer View","Widok klienta","module","Magento_Customer"
"There are no items in customer's shopping cart.","W koszyku klienta nie ma żadnych pozycji.","module","Magento_Customer"
"Qty","Ilość","module","Magento_Customer"
"Confirmed","Potwierdzony","module","Magento_Customer"
"Confirmation Required","Wymagane Potwierdzenie","module","Magento_Customer"
"Confirmation Not Required","Potwierdzenie nie jest wymagane","module","Magento_Customer"
"Indeterminate","Nieokreślony","module","Magento_Customer"
"The customer does not have default billing address.","Klient nie ma domyślnego adresu rozliczeniowego.","module","Magento_Customer"
"Offline","Offline","module","Magento_Customer"
"Online","online","module","Magento_Customer"
"Never","Nigdy","module","Magento_Customer"
"Unlocked","Odblokowany","module","Magento_Customer"
"Locked","Zablokowany","module","Magento_Customer"
"Deleted Stores","Usunięte sklepy","module","Magento_Customer"
"Add Locale","Dodaj region","module","Magento_Customer"
"Add Date","Dodaj datę","module","Magento_Customer"
"Days in Wish List","Dni na liście życzeń","module","Magento_Customer"
"Unlock","Odblokować","module","Magento_Customer"
"No","Nie","module","Magento_Customer"
"Yes","tak","module","Magento_Customer"
"Delete File","Usunąć plik","module","Magento_Customer"
"Download","Ściągnij","module","Magento_Customer"
"Delete Image","Usuń zdjęcie","module","Magento_Customer"
"View Full Size","Zobacz pełny rozmiar","module","Magento_Customer"
